"Estimate","True","Pvalue","Coverage"
0.369491525,0.235772358,6.3629101987317e-12,1
0.336769759,0.235772358,3.02421865328029e-10,1
0.389078498,0.235772358,0,1
0.337979094,0.235772358,3.33066907387547e-14,1
0.328719723,0.235772358,3.51150220012642e-11,1
0.355172414,0.235772358,3.33066907387547e-15,1
0.350515464,0.235772358,5.08704189883247e-13,1
0.342372881,0.235772358,4.07147648928685e-11,1
0.347079038,0.235772358,9.67870228407719e-12,1
0.381270903,0.235772358,5.55111512312578e-15,1
0.333333333,0.235772358,1.04784181331752e-10,1
0.350694444,0.235772358,1.5072831871521e-11,1
0.353571429,0.235772358,2.26485497023532e-14,1
0.347972973,0.235772358,1.66799907219684e-12,1
0.330960854,0.235772358,5.20789855684711e-10,1
0.366438356,0.235772358,2.33146835171283e-14,1
0.326599327,0.235772358,2.91191515344735e-10,1
0.329824561,0.235772358,4.20663504030472e-12,1
0.353135314,0.235772358,1.06581410364015e-14,1
0.291366906,0.235772358,1.29833994444439e-07,0
0.357142857,0.235772358,5.55111512312578e-15,1
0.336805556,0.235772358,9.74464953173992e-12,1
0.377104377,0.235772358,6.66133814775094e-15,1
0.34375,0.235772358,1.14402931572499e-10,1
0.356643357,0.235772358,2.61790589206612e-12,1
0.344481605,0.235772358,1.12665432538961e-12,1
0.341726619,0.235772358,4.54969395491389e-13,1
0.340206186,0.235772358,6.85385082022094e-12,1
0.360424028,0.235772358,5.10702591327572e-15,1
0.327645051,0.235772358,1.02818642488955e-10,1
0.336700337,0.235772358,2.74844591530155e-11,1
0.339041096,0.235772358,1.39221967287995e-13,1
0.333333333,0.235772358,2.26485497023532e-14,1
0.360927152,0.235772358,0,1
0.318493151,0.235772358,2.67408317711215e-12,1
0.356435644,0.235772358,4.47863968133788e-13,1
0.388111888,0.235772358,0,1
0.35395189,0.235772358,2.44249065417534e-15,1
0.312714777,0.235772358,2.03990158098577e-11,1
0.340206186,0.235772358,4.21884749357559e-15,1
0.369127517,0.235772358,1.0635936575909e-13,1
0.371428571,0.235772358,6.21724893790088e-14,1
0.359589041,0.235772358,5.09148279093097e-13,1
0.346938776,0.235772358,2.2918555941942e-11,1
0.325503356,0.235772358,2.23396856569025e-11,1
0.352739726,0.235772358,2.22044604925031e-14,1
0.331125828,0.235772358,5.50494094753162e-10,1
0.347682119,0.235772358,1.10439657419192e-10,1
0.365187713,0.235772358,4.66293670342566e-14,1
0.340350877,0.235772358,4.29614122055e-11,1
0.375415282,0.235772358,0,1
0.323232323,0.235772358,1.09090514399668e-12,1
0.37414966,0.235772358,6.3726801613484e-14,1
0.321799308,0.235772358,2.74713585213249e-12,1
0.377926421,0.235772358,1.55431223447522e-15,1
0.310810811,0.235772358,2.87721745317882e-07,1
0.33105802,0.235772358,9.00681751403454e-11,1
0.329931973,0.235772358,4.2499337382651e-13,1
0.375,0.235772358,0,1
0.341137124,0.235772358,4.17397894025839e-10,1
0.331081081,0.235772358,2.76689782197082e-12,1
0.333333333,0.235772358,1.69058100851771e-11,1
0.358361775,0.235772358,3.98259203393536e-12,1
0.319444444,0.235772358,2.17825757431456e-13,1
0.342281879,0.235772358,3.70814490224802e-14,1
0.362711864,0.235772358,7.22089055216202e-13,1
0.319078947,0.235772358,3.88344889579173e-09,1
0.372483221,0.235772358,3.5527136788005e-15,1
0.32996633,0.235772358,4.0017278379878e-09,1
0.35395189,0.235772358,1.35447209004269e-13,1
0.36026936,0.235772358,3.75699471533153e-13,1
0.32,0.235772358,7.1226224918064e-10,1
0.370629371,0.235772358,8.65973959207622e-15,1
0.340277778,0.235772358,6.56910081886508e-09,1
0.336700337,0.235772358,5.30531174547377e-12,1
0.331103679,0.235772358,3.95912147510558e-09,1
0.364285714,0.235772358,2.66453525910038e-15,1
0.313993174,0.235772358,5.86903206034606e-08,1
0.341296928,0.235772358,7.74180719531614e-12,1
0.343971631,0.235772358,2.93320923105966e-13,1
0.351724138,0.235772358,9.14823772291129e-14,1
0.348122867,0.235772358,6.64133192884719e-11,1
0.354948805,0.235772358,2.08721928629529e-14,1
0.337931034,0.235772358,4.70117722528585e-10,1
0.308474576,0.235772358,9.04573083104765e-10,1
0.369337979,0.235772358,2.22044604925031e-16,1
0.350993377,0.235772358,3.44169137633799e-14,1
0.397306397,0.235772358,0,1
0.352159468,0.235772358,3.07753822426093e-13,1
0.334482759,0.235772358,8.45989944764369e-13,1
0.328719723,0.235772358,9.02049546169792e-11,1
0.336734694,0.235772358,1.15910525622098e-09,1
0.353146853,0.235772358,2.68673971959288e-14,1
0.315972222,0.235772358,1.47025813745927e-09,1
0.357388316,0.235772358,7.81175124586753e-12,1
0.362711864,0.235772358,2.08455475103619e-12,1
0.340206186,0.235772358,3.63709062867201e-12,1
0.342281879,0.235772358,3.5411673593444e-12,1
0.400684932,0.235772358,0,1
0.352542373,0.235772358,2.66453525910038e-15,1
0.342192691,0.235772358,2.8643754035329e-13,1
0.319727891,0.235772358,3.8700032067851e-09,1
0.346666667,0.235772358,7.20601356363204e-12,1
0.323024055,0.235772358,8.87633300195034e-10,1
0.344827586,0.235772358,1.67686087237939e-10,1
0.358361775,0.235772358,8.88178419700125e-15,1
0.334437086,0.235772358,5.33651145495639e-09,1
0.318493151,0.235772358,5.53250778523307e-11,1
0.314381271,0.235772358,2.93500672654545e-08,1
0.361702128,0.235772358,6.29274410357539e-13,1
0.33220339,0.235772358,4.58309834527881e-10,1
0.313380282,0.235772358,4.20580859028519e-09,1
0.329931973,0.235772358,1.19171339463264e-12,1
0.343642612,0.235772358,1.59872115546023e-14,1
0.323232323,0.235772358,3.54809515101806e-11,1
0.362126246,0.235772358,1.23325794021412e-11,1
0.366782007,0.235772358,3.42170736189473e-13,1
0.323232323,0.235772358,8.02009347822263e-09,1
0.347222222,0.235772358,6.2272409451225e-12,1
0.341216216,0.235772358,3.89091869834601e-10,1
0.374172185,0.235772358,0,1
0.328767123,0.235772358,9.56255075124091e-11,1
0.333333333,0.235772358,2.09074890733518e-09,1
0.331168831,0.235772358,1.58247708270665e-08,1
0.37037037,0.235772358,1.11022302462516e-15,1
0.363945578,0.235772358,3.61932706027801e-14,1
0.313131313,0.235772358,7.71161134949239e-10,1
0.31358885,0.235772358,2.63131627598057e-09,1
0.322147651,0.235772358,7.80793429910887e-10,1
0.300653595,0.235772358,7.58147256085806e-09,1
0.339869281,0.235772358,1.28730581749892e-10,1
0.345890411,0.235772358,3.10862446895044e-15,1
0.387543253,0.235772358,0,1
0.348684211,0.235772358,7.22570892008889e-11,1
0.334448161,0.235772358,3.62474494863818e-11,1
0.305921053,0.235772358,5.62091240219331e-09,1
0.345762712,0.235772358,2.08277839419679e-13,1
0.355072464,0.235772358,4.30100399739786e-13,1
0.341296928,0.235772358,9.2065466361646e-11,1
0.369491525,0.235772358,0,1
0.335616438,0.235772358,5.92548232702939e-12,1
0.367003367,0.235772358,1.84297022087776e-14,1
0.345762712,0.235772358,0,1
0.320689655,0.235772358,7.75912667450029e-12,1
0.362068966,0.235772358,0,1
0.362711864,0.235772358,1.33226762955019e-15,1
0.357615894,0.235772358,3.76587649952853e-13,1
0.341137124,0.235772358,6.71800393092781e-11,1
0.346020761,0.235772358,4.42534897615587e-13,1
0.373287671,0.235772358,6.66133814775094e-16,1
0.335640138,0.235772358,1.11910480882216e-13,1
0.352542373,0.235772358,1.69864122767649e-13,1
0.332191781,0.235772358,1.17781340236434e-11,1
0.363945578,0.235772358,2.22044604925031e-16,1
0.329931973,0.235772358,5.0158543984935e-11,1
0.37630662,0.235772358,2.22044604925031e-16,1
0.389078498,0.235772358,0,1
0.333333333,0.235772358,5.17523046639212e-09,1
0.358361775,0.235772358,3.5527136788005e-15,1
0.364261168,0.235772358,3.36397576461422e-13,1
0.343434343,0.235772358,3.32400773572772e-13,1
0.343333333,0.235772358,1.14055387356871e-09,1
0.325503356,0.235772358,1.21869625502313e-10,1
0.327586207,0.235772358,4.31082680663053e-09,1
0.333333333,0.235772358,8.84048367844059e-09,1
0.327702703,0.235772358,1.88022930558418e-11,1
0.340983607,0.235772358,4.44078196437658e-09,1
0.351916376,0.235772358,9.57012247226885e-14,1
0.357142857,0.235772358,9.10382880192628e-15,1
0.29109589,0.235772358,1.1626787348451e-06,0
0.360714286,0.235772358,1.49880108324396e-13,1
0.352542373,0.235772358,4.18554080283684e-13,1
0.347682119,0.235772358,1.31481492360308e-11,1
0.344709898,0.235772358,1.64401825486493e-12,1
0.365853659,0.235772358,2.22044604925031e-16,1
0.348684211,0.235772358,5.35532285184104e-10,1
0.340277778,0.235772358,1.6245538247972e-10,1
0.308219178,0.235772358,1.86206967622837e-08,1
0.326599327,0.235772358,6.58584298207643e-12,1
0.334494774,0.235772358,8.80019834781365e-10,1
0.367697595,0.235772358,2.88657986402541e-15,1
0.338983051,0.235772358,2.24340546139956e-11,1
0.336734694,0.235772358,5.17608178540740e-12,1
0.340206186,0.235772358,1.368372082311e-11,1
0.344481605,0.235772358,5.02931030155196e-12,1
0.340206186,0.235772358,1.99884553353513e-12,1
0.359861592,0.235772358,6.66133814775094e-16,1
0.343537415,0.235772358,2.99871238951255e-12,1
0.355481728,0.235772358,3.49409390310029e-12,1
0.33559322,0.235772358,2.26485497023532e-14,1
0.370748299,0.235772358,1.35447209004269e-14,1
0.368600683,0.235772358,2.39808173319034e-14,1
0.352112676,0.235772358,6.3593574850529e-13,1
0.347368421,0.235772358,2.77555756156289e-14,1
0.364583333,0.235772358,0,1
0.358885017,0.235772358,1.77635683940025e-15,1
0.332191781,0.235772358,1.46549439250521e-13,1
0.347972973,0.235772358,6.21784845833417e-11,1
0.362369338,0.235772358,4.66293670342566e-15,1
0.32996633,0.235772358,4.85167461761193e-13,1
0.368055556,0.235772358,0,1
0.36971831,0.235772358,4.44089209850063e-16,1
0.341216216,0.235772358,1.79665948785157e-09,1
0.39527027,0.235772358,2.22044604925031e-16,1
0.336805556,0.235772358,9.80815428874848e-12,1
0.345070423,0.235772358,4.27369251099208e-12,1
0.363945578,0.235772358,2.22044604925031e-16,1
0.337837838,0.235772358,2.69574362832259e-10,1
0.382550336,0.235772358,4.66293670342566e-15,1
0.344709898,0.235772358,3.88569176834608e-11,1
0.353135314,0.235772358,7.1276318180935e-14,1
0.344827586,0.235772358,8.63065174883104e-12,1
0.34137931,0.235772358,1.476485600449e-11,1
0.381270903,0.235772358,0,1
0.333333333,0.235772358,2.64763322377348e-10,1
0.347222222,0.235772358,1.68887126505979e-12,1
0.318493151,0.235772358,1.16795018101357e-10,1
0.320132013,0.235772358,2.27399610253087e-09,1
0.33559322,0.235772358,1.86336279739407e-10,1
0.328813559,0.235772358,5.27131671645975e-10,1
0.353146853,0.235772358,5.46229728115577e-14,1
0.364912281,0.235772358,4.68514116391816e-14,1
0.345890411,0.235772358,1.65645275274073e-13,1
0.329896907,0.235772358,1.2731997900417e-07,1
0.36026936,0.235772358,4.53326265414944e-12,1
0.365853659,0.235772358,2.50910403565285e-14,1
0.344370861,0.235772358,3.87934129264522e-12,1
0.358108108,0.235772358,0,1
0.355400697,0.235772358,4.25903756706703e-12,1
0.325423729,0.235772358,4.28072022273795e-10,1
0.347826087,0.235772358,4.21884749357559e-15,1
0.342281879,0.235772358,2.82236456428109e-11,1
0.350694444,0.235772358,3.45079520513991e-12,1
0.354304636,0.235772358,2.69118061169138e-13,1
0.344709898,0.235772358,1.00783825729422e-11,1
0.326797386,0.235772358,3.68780783688294e-10,1
0.314189189,0.235772358,1.28406463240083e-09,1
0.35915493,0.235772358,5.91660054283238e-12,1
0.324503311,0.235772358,7.50708712971004e-08,1
0.342657343,0.235772358,2.524800368775e-10,1
0.33447099,0.235772358,1.03497210801606e-11,1
0.333333333,0.235772358,1.83875137338418e-12,1
0.345890411,0.235772358,3.84878795500754e-11,1
0.359322034,0.235772358,3.7176928202598e-12,1
0.373702422,0.235772358,0,1
0.336734694,0.235772358,2.28483898467857e-13,1
0.34137931,0.235772358,2.72505795706479e-10,1
0.340206186,0.235772358,3.530509218308e-14,1
0.353535354,0.235772358,3.05488967455858e-12,1
0.374125874,0.235772358,0,1
0.326599327,0.235772358,5.27254218063433e-09,1
0.346801347,0.235772358,1.02210950814197e-09,1
0.346801347,0.235772358,3.11128900420954e-12,1
0.368600683,0.235772358,3.95905530581331e-13,1
0.333333333,0.235772358,1.87410087448825e-11,1
0.328813559,0.235772358,4.59466775737383e-09,1
0.344827586,0.235772358,1.55431223447522e-15,1
0.346801347,0.235772358,7.91233745189857e-12,1
0.348993289,0.235772358,1.61493041161975e-12,1
0.361111111,0.235772358,2.06457073659294e-12,1
0.345890411,0.235772358,1.43662859386495e-13,1
0.325342466,0.235772358,2.60036436827704e-12,1
0.362711864,0.235772358,9.93205517829665e-13,1
0.367892977,0.235772358,2.22044604925031e-15,1
0.381294964,0.235772358,0,1
0.310679612,0.235772358,2.90658541679534e-09,1
0.318936877,0.235772358,2.11880353262472e-08,1
0.347079038,0.235772358,1.31450406115619e-13,1
0.382059801,0.235772358,7.54951656745106e-15,1
0.382978723,0.235772358,6.66133814775094e-16,1
0.341216216,0.235772358,4.79416506493635e-12,1
0.348122867,0.235772358,1.29948927174439e-08,1
0.355263158,0.235772358,1.97759586484381e-11,1
0.311864407,0.235772358,1.82910331325559e-09,1
0.358885017,0.235772358,2.64233079860787e-14,1
0.352941176,0.235772358,1.29323218800437e-10,1
0.33559322,0.235772358,5.23752152759016e-11,1
0.331081081,0.235772358,8.97600616056593e-09,1
0.342281879,0.235772358,7.17204073907851e-14,1
0.326599327,0.235772358,9.70096447616697e-10,1
0.318493151,0.235772358,4.14557277395033e-13,1
0.353535354,0.235772358,1.77635683940025e-15,1
0.324503311,0.235772358,4.79920847507032e-08,1
0.32781457,0.235772358,6.50406173363649e-10,1
0.316666667,0.235772358,3.28730376253361e-11,1
0.343537415,0.235772358,2.39797071088788e-11,1
0.371237458,0.235772358,3.97459842815806e-14,1
0.321678322,0.235772358,8.51667625312302e-10,1
0.348993289,0.235772358,9.26807519618933e-11,1
0.337792642,0.235772358,9.88542581126239e-13,1
0.337748344,0.235772358,1.07739150934094e-10,1
0.327645051,0.235772358,7.69822650070751e-09,1
0.35335689,0.235772358,2.95585778076202e-12,1
0.329931973,0.235772358,3.09725489699986e-09,1
0.33559322,0.235772358,4.47482051413317e-11,1
0.361702128,0.235772358,6.21724893790088e-15,1
0.343537415,0.235772358,2.8377300509419e-13,1
0.292929293,0.235772358,3.77296843989683e-06,0
0.317880795,0.235772358,1.94142479870152e-11,1
0.351535836,0.235772358,1.47744039225017e-11,1
0.332214765,0.235772358,2.34512964603084e-09,1
0.363321799,0.235772358,8.88178419700125e-16,1
0.36013986,0.235772358,3.19744231092045e-14,1
0.340206186,0.235772358,1.06439301816863e-11,1
0.381118881,0.235772358,0,0
0.37037037,0.235772358,6.66133814775094e-16,1
0.337837838,0.235772358,2.5175639351005e-11,1
0.368243243,0.235772358,0,1
0.338926174,0.235772358,3.06243919112603e-12,1
0.317725753,0.235772358,1.34318545175205e-07,1
0.346938776,0.235772358,1.07269748639283e-12,1
0.327759197,0.235772358,2.90795942881061e-09,1
0.337979094,0.235772358,3.17523785042795e-14,1
0.327645051,0.235772358,2.03388761388368e-08,1
0.373333333,0.235772358,1.55431223447522e-15,1
0.342465753,0.235772358,2.60080845748689e-12,1
0.336700337,0.235772358,1.06292752377612e-12,1
0.346153846,0.235772358,2.20046203480706e-13,1
0.38538206,0.235772358,0,1
0.355932203,0.235772358,5.3940851785228e-11,1
0.362711864,0.235772358,6.12843109593086e-14,1
0.329896907,0.235772358,2.71129785289759e-10,1
0.374570447,0.235772358,3.15303338993544e-14,1
0.349315068,0.235772358,1.24400489909249e-11,1
0.324232082,0.235772358,3.33356364734527e-09,1
0.363321799,0.235772358,0,1
0.375426621,0.235772358,4.77839989798667e-13,1
0.346801347,0.235772358,1.56603618961526e-11,1
0.349480969,0.235772358,3.10862446895044e-15,1
0.350819672,0.235772358,3.11861647617206e-12,1
0.358361775,0.235772358,1.76112457950239e-11,1
0.342657343,0.235772358,2.0783152976378e-11,1
0.342560554,0.235772358,2.02360350698427e-11,1
0.313993174,0.235772358,6.94067026074663e-12,1
0.301694915,0.235772358,5.3231441476953e-10,1
0.36971831,0.235772358,8.88178419700125e-14,1
0.350340136,0.235772358,3.10862446895044e-15,1
0.368055556,0.235772358,0,1
0.326315789,0.235772358,5.97614402408908e-10,1
0.348993289,0.235772358,2.20579110532526e-12,1
0.331103679,0.235772358,1.63669078290241e-12,1
0.31292517,0.235772358,5.87722459588491e-08,1
0.33559322,0.235772358,3.6925218438455e-10,1
0.336666667,0.235772358,1.73927561242238e-09,1
0.355400697,0.235772358,0,1
0.352159468,0.235772358,2.04281036531029e-14,1
0.364548495,0.235772358,1.28341781646668e-13,1
0.345762712,0.235772358,1.14392939565278e-11,1
0.358361775,0.235772358,7.7715611723761e-15,1
0.346801347,0.235772358,4.44089209850063e-16,1
0.350340136,0.235772358,2.93098878501041e-14,1
0.348432056,0.235772358,6.16418027732379e-12,1
0.365853659,0.235772358,3.33066907387547e-15,1
0.35395189,0.235772358,4.03827415951241e-10,1
0.350993377,0.235772358,1.1588263681972e-10,1
0.355172414,0.235772358,2.93987056920741e-13,1
0.346153846,0.235772358,4.30144808660771e-12,1
0.347222222,0.235772358,1.13242748511766e-14,1
0.319298246,0.235772358,1.43710598976554e-10,1
0.350694444,0.235772358,9.80926451177311e-11,1
0.346801347,0.235772358,1.25677246387568e-12,1
0.30976431,0.235772358,7.24586746159162e-09,1
0.321678322,0.235772358,3.55840725774215e-08,1
0.297202797,0.235772358,1.86945890301438e-06,0
0.362711864,0.235772358,1.11244347067441e-13,1
0.397849462,0.235772358,0,1
0.332191781,0.235772358,1.0776557424208e-10,1
0.313793103,0.235772358,4.16024819038796e-08,1
0.345890411,0.235772358,8.19122547568440e-13,1
0.377483444,0.235772358,2.22044604925031e-16,1
0.33559322,0.235772358,1.70881087058206e-11,1
0.344594595,0.235772358,6.21946938395013e-13,1
0.328767123,0.235772358,2.14760675909531e-09,1
0.336805556,0.235772358,2.53197462996013e-12,1
0.335640138,0.235772358,2.87947443666781e-11,1
0.352542373,0.235772358,1.90958360235527e-14,1
0.354948805,0.235772358,3.33066907387547e-15,1
0.319587629,0.235772358,6.45940412269397e-09,1
0.399293286,0.235772358,0,0
0.357142857,0.235772358,5.44009282066327e-14,1
0.338870432,0.235772358,7.0467853774403e-10,1
0.340501792,0.235772358,1.17594822768297e-12,1
0.352941176,0.235772358,6.06181771445335e-14,1
0.349480969,0.235772358,8.94617713242951e-13,1
0.319587629,0.235772358,1.72046377144852e-09,1
0.299295775,0.235772358,5.86880943842516e-09,1
0.326460481,0.235772358,4.96067853461568e-10,1
0.342281879,0.235772358,1.07824860151595e-12,1
0.35,0.235772358,3.11175529787988e-11,1
0.313993174,0.235772358,1.00780939149558e-10,1
0.346938776,0.235772358,2.01838545876853e-13,1
0.347222222,0.235772358,0,1
0.319587629,0.235772358,2.32309282921506e-10,1
0.333333333,0.235772358,3.19023474304458e-10,1
0.3125,0.235772358,3.31373199990992e-08,1
0.373287671,0.235772358,0,1
0.344827586,0.235772358,4.88498130835069e-14,1
0.376712329,0.235772358,2.33146835171283e-14,1
0.360824742,0.235772358,1.42461220598022e-09,1
0.334448161,0.235772358,7.24268867102751e-10,1
0.319444444,0.235772358,9.82256942450022e-10,1
0.345070423,0.235772358,6.57252030578093e-13,1
0.371134021,0.235772358,1.64313007644523e-13,1
0.358422939,0.235772358,3.77475828372553e-14,1
0.354948805,0.235772358,1.39221967287995e-13,1
0.369491525,0.235772358,1.33226762955019e-15,1
0.354609929,0.235772358,2.33146835171283e-14,1
0.336842105,0.235772358,1.19286802657825e-11,1
0.298657718,0.235772358,8.83894801795293e-08,1
0.34551495,0.235772358,2.82135870222078e-10,1
0.358108108,0.235772358,8.92619311798626e-14,1
0.375438596,0.235772358,2.22044604925031e-16,1
0.368421053,0.235772358,9.10382880192628e-15,1
0.379310345,0.235772358,5.77315972805081e-15,1
0.347079038,0.235772358,5.27355936696949e-13,1
0.328767123,0.235772358,2.50166554138787e-11,1
0.361486486,0.235772358,1.11022302462516e-15,1
0.348122867,0.235772358,0,1
0.37037037,0.235772358,1.0946799022804e-13,1
0.367003367,0.235772358,9.9475983006414e-14,1
0.352739726,0.235772358,8.67750316047022e-13,1
0.342657343,0.235772358,1.84460224872396e-10,1
0.357142857,0.235772358,3.32844862782622e-13,1
0.323129252,0.235772358,2.5823330140895e-09,1
0.351535836,0.235772358,3.71702668644502e-13,1
0.313793103,0.235772358,1.50299206636006e-07,1
0.348993289,0.235772358,4.90896212568259e-12,1
0.362711864,0.235772358,1.33226762955019e-15,1
0.357894737,0.235772358,6.79456491070596e-14,1
0.351535836,0.235772358,8.53792592181435e-11,1
0.379310345,0.235772358,1.77635683940025e-15,1
0.35915493,0.235772358,3.33066907387547e-14,1
0.323943662,0.235772358,1.70097447238504e-09,1
0.357638889,0.235772358,1.4210854715202e-14,1
0.336769759,0.235772358,2.45024001088723e-11,1
0.342281879,0.235772358,4.55191440096314e-13,1
0.342560554,0.235772358,6.66133814775094e-16,1
0.374172185,0.235772358,1.11022302462516e-15,1
0.357638889,0.235772358,3.14637205178769e-13,1
0.361486486,0.235772358,2.22044604925031e-16,1
0.341216216,0.235772358,2.24462670672665e-11,1
0.336700337,0.235772358,3.12266879021195e-10,1
0.309027778,0.235772358,1.1206437133815e-07,1
0.361774744,0.235772358,1.77635683940025e-15,1
0.391752577,0.235772358,6.21724893790088e-15,1
0.303030303,0.235772358,2.16326536017775e-07,0
0.364548495,0.235772358,1.77160508485485e-11,1
0.339041096,0.235772358,3.78419517943485e-11,1
0.339222615,0.235772358,6.88338275267597e-15,1
0.350993377,0.235772358,3.99680288865056e-15,1
0.339222615,0.235772358,8.54805115579893e-12,1
0.352941176,0.235772358,6.33493257851114e-13,1
0.381944444,0.235772358,2.26485497023532e-14,1
0.384353741,0.235772358,4.44089209850063e-16,1
0.340206186,0.235772358,1.50346401994739e-12,1
0.309027778,0.235772358,1.09471975706654e-07,1
0.323129252,0.235772358,9.08674024913125e-10,1
0.388513514,0.235772358,0,1
0.32996633,0.235772358,1.24977805882054e-11,1
0.351351351,0.235772358,5.47992762278682e-11,1
0.360544218,0.235772358,1.99840144432528e-15,1
0.372881356,0.235772358,1.28785870856518e-14,1
0.324503311,0.235772358,5.78144199181452e-11,1
0.369636964,0.235772358,3.05355740692903e-12,1
0.31358885,0.235772358,4.65899852031271e-09,1
0.301694915,0.235772358,6.83341846219321e-07,0
0.361774744,0.235772358,4.44089209850063e-16,1
0.366438356,0.235772358,5.10702591327572e-15,1
0.285234899,0.235772358,1.22779198541423e-06,0
0.348122867,0.235772358,9.64206492426456e-12,1
0.376712329,0.235772358,1.77635683940025e-13,1
0.342657343,0.235772358,3.30302074580402e-09,1
0.358361775,0.235772358,1.01163522003844e-11,1
0.361774744,0.235772358,9.50239886776671e-12,1
0.357859532,0.235772358,1.53210777398272e-14,1
0.329896907,0.235772358,6.24538198934488e-11,1
0.331081081,0.235772358,3.27844518643872e-07,1
0.364238411,0.235772358,2.4491519923231e-13,1
0.345762712,0.235772358,6.07853767320421e-11,1
0.326666667,0.235772358,1.48134904343067e-09,1
0.326388889,0.235772358,1.67326152933356e-11,1
0.346020761,0.235772358,9.79749614771208e-12,1
0.350993377,0.235772358,5.6488147492928e-13,1
0.369337979,0.235772358,9.10382880192628e-15,1
0.290540541,0.235772358,6.53570344688603e-06,0
0.361111111,0.235772358,4.86943818600594e-13,1
0.307432432,0.235772358,9.94305970891673e-10,1
0.344594595,0.235772358,1.80982784314665e-10,1
0.355172414,0.235772358,4.89608353859694e-13,1
0.327526132,0.235772358,2.75494205226323e-09,1
0.335640138,0.235772358,2.13685957817233e-10,1
0.351973684,0.235772358,3.52361473332508e-10,1
0.359589041,0.235772358,1.94657623353578e-11,1
0.389473684,0.235772358,2.22044604925031e-16,1
0.323129252,0.235772358,2.82909540239018e-09,1
0.342465753,0.235772358,7.56417151137612e-12,1
0.350340136,0.235772358,1.17271525823526e-10,1
0.348993289,0.235772358,3.21775939227109e-10,1
0.319078947,0.235772358,2.94950353030288e-09,1
